Area,Year,Variable,Value_efficiency,Unit,Variable_GDP per capita,Value_GDP per capita,Unit_GDP per capita,Variable_Total population with access to safe drinking-water (JMP),Value_Total population with access to safe drinking-water (JMP),Unit_Total population with access to safe drinking-water (JMP),Variable_Population affected by water related disease,Value_Population affected by water related disease,Unit_Population affected by water related disease,Variable_Gender Inequality Index (GII) [equality = 0; inequality = 1),Value_Gender Inequality Index (GII) [equality = 0; inequality = 1),Unit_Gender Inequality Index (GII) [equality = 0; inequality = 1),Variable_Human Development Index (HDI) [highest = 1],Value_Human Development Index (HDI) [highest = 1],Unit_Human Development Index (HDI) [highest = 1],Variable_Total renewable water resources per capita,Value_Total renewable water resources per capita,Unit_Total renewable water resources per capita,Variable_Agricultural water withdrawal as % of total water withdrawal,Value_Agricultural water withdrawal as % of total water withdrawal,Unit_Agricultural water withdrawal as % of total water withdrawal,Variable_Industrial water withdrawal as % of total water withdrawal,Value_Industrial water withdrawal as % of total water withdrawal,Unit_Industrial water withdrawal as % of total water withdrawal
Syrian Arab Republic,2018,SDG 6.4.1. Water Use Efficiency,0.994378604,US$/m3,GDP per capita,1142.710475,current US$/inhab,Total population with access to safe drinking-water (JMP),90.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5329,,Human Development Index (HDI) [highest = 1],0.549,,Total renewable water resources per capita,869.063136801,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.527743968,%,Industrial water withdrawal as % of total water withdrawal,3.671750078,%
Syrian Arab Republic,2019,SDG 6.4.1. Water Use Efficiency,1.03177378,US$/m3,GDP per capita,1323.334818,current US$/inhab,Total population with access to safe drinking-water (JMP),90.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5329,,Human Development Index (HDI) [highest = 1],0.549,,Total renewable water resources per capita,835.993141891,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.527743968,%,Industrial water withdrawal as % of total water withdrawal,3.671750078,%
Syrian Arab Republic,2020,SDG 6.4.1. Water Use Efficiency,0.923362182,US$/m3,GDP per capita,1117.247318,current US$/inhab,Total population with access to safe drinking-water (JMP),90.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5329,,Human Development Index (HDI) [highest = 1],0.549,,Total renewable water resources per capita,808.854165789,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.527743968,%,Industrial water withdrawal as % of total water withdrawal,3.671750078,%
Syrian Arab Republic,2021,SDG 6.4.1. Water Use Efficiency,0.896596395,US$/m3,GDP per capita,924.711783,current US$/inhab,Total population with access to safe drinking-water (JMP),90.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5329,,Human Development Index (HDI) [highest = 1],0.549,,Total renewable water resources per capita,787.924912378,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.527743968,%,Industrial water withdrawal as % of total water withdrawal,3.671750078,%
Tajikistan,2005,SDG 6.4.1. Water Use Efficiency,0.349868561,US$/m3,GDP per capita,333.709308,current US$/inhab,Total population with access to safe drinking-water (JMP),64.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.385,,Human Development Index (HDI) [highest = 1],0.59,,Total renewable water resources per capita,3162.006279274,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.129842665,%,Industrial water withdrawal as % of total water withdrawal,3.569660882,%
Tajikistan,2006,SDG 6.4.1. Water Use Efficiency,0.362566818,US$/m3,GDP per capita,401.018238,current US$/inhab,Total population with access to safe drinking-water (JMP),65.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.384,,Human Development Index (HDI) [highest = 1],0.596,,Total renewable water resources per capita,3104.535271191,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.823676793,%,Industrial water withdrawal as % of total water withdrawal,3.54769113,%
Tajikistan,2007,SDG 6.4.1. Water Use Efficiency,0.399094521,US$/m3,GDP per capita,517.422749,current US$/inhab,Total population with access to safe drinking-water (JMP),66.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.383,,Human Development Index (HDI) [highest = 1],0.602,,Total renewable water resources per capita,3047.969983825,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.861714358,%,Industrial water withdrawal as % of total water withdrawal,3.607272378,%
Tajikistan,2008,SDG 6.4.1. Water Use Efficiency,0.440028287,US$/m3,GDP per capita,704.64222,current US$/inhab,Total population with access to safe drinking-water (JMP),67.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.382,,Human Development Index (HDI) [highest = 1],0.616,,Total renewable water resources per capita,2991.278600262,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.902015083,%,Industrial water withdrawal as % of total water withdrawal,3.669057675,%
Tajikistan,2009,SDG 6.4.1. Water Use Efficiency,0.485844465,US$/m3,GDP per capita,666.708362,current US$/inhab,Total population with access to safe drinking-water (JMP),68.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.381,,Human Development Index (HDI) [highest = 1],0.619,,Total renewable water resources per capita,2933.616974328,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.944787141,%,Industrial water withdrawal as % of total water withdrawal,3.735322803,%
Tajikistan,2010,SDG 6.4.1. Water Use Efficiency,0.529598906,US$/m3,GDP per capita,740.270199,current US$/inhab,Total population with access to safe drinking-water (JMP),69.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.38,,Human Development Index (HDI) [highest = 1],0.63,,Total renewable water resources per capita,2874.656953449,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.990265043,%,Industrial water withdrawal as % of total water withdrawal,3.805779994,%
Tajikistan,2011,SDG 6.4.1. Water Use Efficiency,0.549734887,US$/m3,GDP per capita,837.881495,current US$/inhab,Total population with access to safe drinking-water (JMP),70.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.381,,Human Development Index (HDI) [highest = 1],0.634,,Total renewable water resources per capita,2814.452076535,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.038713943,%,Industrial water withdrawal as % of total water withdrawal,3.880840039,%
Tajikistan,2012,SDG 6.4.1. Water Use Efficiency,0.609254577,US$/m3,GDP per capita,967.636316,current US$/inhab,Total population with access to safe drinking-water (JMP),71.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.382,,Human Development Index (HDI) [highest = 1],0.639,,Total renewable water resources per capita,2753.764210919,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.090434807,%,Industrial water withdrawal as % of total water withdrawal,3.960969213,%
Tajikistan,2013,SDG 6.4.1. Water Use Efficiency,0.675652903,US$/m3,GDP per capita,1063.537399,current US$/inhab,Total population with access to safe drinking-water (JMP),72.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.383,,Human Development Index (HDI) [highest = 1],0.643,,Total renewable water resources per capita,2692.767626813,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.145770673,%,Industrial water withdrawal as % of total water withdrawal,4.046698973,%
Tajikistan,2014,SDG 6.4.1. Water Use Efficiency,0.730263636,US$/m3,GDP per capita,1138.28635,current US$/inhab,Total population with access to safe drinking-water (JMP),73.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.642,,Total renewable water resources per capita,2631.405749555,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.205114268,%,Industrial water withdrawal as % of total water withdrawal,4.138637758,%
Tajikistan,2015,SDG 6.4.1. Water Use Efficiency,0.780750056,US$/m3,GDP per capita,970.3626,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.642,,Total renewable water resources per capita,2570.370491161,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.96140469,%,Industrial water withdrawal as % of total water withdrawal,4.083922361,%
Tajikistan,2016,SDG 6.4.1. Water Use Efficiency,0.915682741,US$/m3,GDP per capita,801.39384,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.647,,Total renewable water resources per capita,2511.08326367,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,81.083552406,%,Industrial water withdrawal as % of total water withdrawal,3.87472854,%
Tajikistan,2017,SDG 6.4.1. Water Use Efficiency,1.035730199,US$/m3,GDP per capita,844.36525,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.651,,Total renewable water resources per capita,2454.757563281,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,64.922383575,%,Industrial water withdrawal as % of total water withdrawal,26.089133701,%
Tajikistan,2018,SDG 6.4.1. Water Use Efficiency,0.910502741,US$/m3,GDP per capita,850.666958,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.656,,Total renewable water resources per capita,2400.272038134,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,75.485983221,%,Industrial water withdrawal as % of total water withdrawal,16.472273378,%
Tajikistan,2019,SDG 6.4.1. Water Use Efficiency,0.90079263,US$/m3,GDP per capita,889.023372,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.656,,Total renewable water resources per capita,2346.577376059,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,69.590643275,%,Industrial water withdrawal as % of total water withdrawal,15.185813997,%
Tajikistan,2020,SDG 6.4.1. Water Use Efficiency,1.011724203,US$/m3,GDP per capita,852.33023,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.656,,Total renewable water resources per capita,2295.873913245,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,74.525252525,%,Industrial water withdrawal as % of total water withdrawal,16.262626263,%
Tajikistan,2021,SDG 6.4.1. Water Use Efficiency,1.082275363,US$/m3,GDP per capita,897.051476,current US$/inhab,Total population with access to safe drinking-water (JMP),73.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3573,,Human Development Index (HDI) [highest = 1],0.656,,Total renewable water resources per capita,2247.16473656,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,74.525252525,%,Industrial water withdrawal as % of total water withdrawal,16.262626263,%
Thailand,2005,,,,GDP per capita,2876.246513,current US$/inhab,Total population with access to safe drinking-water (JMP),94.3,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.405,,Human Development Index (HDI) [highest = 1],0.693,,Total renewable water resources per capita,6663.64231915,m3/inhab/year,,,,,,
Thailand,2006,,,,GDP per capita,3343.787126,current US$/inhab,Total population with access to safe drinking-water (JMP),94.7,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3998,,Human Development Index (HDI) [highest = 1],0.694,,Total renewable water resources per capita,6613.58777826,m3/inhab/year,,,,,,
Thailand,2007,SDG 6.4.1. Water Use Efficiency,5.325503225,US$/m3,GDP per capita,3934.691823,current US$/inhab,Total population with access to safe drinking-water (JMP),95.2,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3946,,Human Development Index (HDI) [highest = 1],0.71,,Total renewable water resources per capita,6563.389267717,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2008,SDG 6.4.1. Water Use Efficiency,5.397766096,US$/m3,GDP per capita,4327.797517,current US$/inhab,Total population with access to safe drinking-water (JMP),95.6,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3894,,Human Development Index (HDI) [highest = 1],0.714,,Total renewable water resources per capita,6514.50277795,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2009,SDG 6.4.1. Water Use Efficiency,5.368168995,US$/m3,GDP per capita,4154.186142,current US$/inhab,Total population with access to safe drinking-water (JMP),96.0,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3842,,Human Development Index (HDI) [highest = 1],0.718,,Total renewable water resources per capita,6467.871499743,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2010,SDG 6.4.1. Water Use Efficiency,5.750231201,US$/m3,GDP per capita,4996.37071,current US$/inhab,Total population with access to safe drinking-water (JMP),96.4,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.379,,Human Development Index (HDI) [highest = 1],0.721,,Total renewable water resources per capita,6424.59145122,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2011,SDG 6.4.1. Water Use Efficiency,5.767336899,US$/m3,GDP per capita,5396.644005,current US$/inhab,Total population with access to safe drinking-water (JMP),96.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.374,,Human Development Index (HDI) [highest = 1],0.729,,Total renewable water resources per capita,6383.231455731,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2012,SDG 6.4.1. Water Use Efficiency,6.187796026,US$/m3,GDP per capita,5748.633713,current US$/inhab,Total population with access to safe drinking-water (JMP),97.1,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.369,,Human Development Index (HDI) [highest = 1],0.733,,Total renewable water resources per capita,6342.233673072,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2013,SDG 6.4.1. Water Use Efficiency,6.35992943,US$/m3,GDP per capita,6041.134481,current US$/inhab,Total population with access to safe drinking-water (JMP),97.5,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.364,,Human Development Index (HDI) [highest = 1],0.731,,Total renewable water resources per capita,6303.805874111,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2014,SDG 6.4.1. Water Use Efficiency,6.462562586,US$/m3,GDP per capita,5822.378603,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.739,,Total renewable water resources per capita,6269.355174358,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2015,SDG 6.4.1. Water Use Efficiency,6.705797404,US$/m3,GDP per capita,5708.793315,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.746,,Total renewable water resources per capita,6239.615370767,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2016,SDG 6.4.1. Water Use Efficiency,6.949810715,US$/m3,GDP per capita,5854.463852,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.753,,Total renewable water resources per capita,6211.987057324,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2017,SDG 6.4.1. Water Use Efficiency,7.242735871,US$/m3,GDP per capita,6436.789649,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.762,,Total renewable water resources per capita,6186.475645743,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2018,SDG 6.4.1. Water Use Efficiency,7.556274488,US$/m3,GDP per capita,7124.558867,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.765,,Total renewable water resources per capita,6166.505749749,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2019,SDG 6.4.1. Water Use Efficiency,7.721775452,US$/m3,GDP per capita,7630.03819,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.765,,Total renewable water resources per capita,6150.943200953,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2020,SDG 6.4.1. Water Use Efficiency,7.214944489,US$/m3,GDP per capita,6998.537376,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.765,,Total renewable water resources per capita,6136.494233898,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Thailand,2021,SDG 6.4.1. Water Use Efficiency,7.341395422,US$/m3,GDP per capita,7066.675487,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,Population affected by water related disease,960.0,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.3796,,Human Development Index (HDI) [highest = 1],0.765,,Total renewable water resources per capita,6125.743621575,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.374480857,%,Industrial water withdrawal as % of total water withdrawal,4.845914913,%
Timor-Leste,2005,SDG 6.4.1. Water Use Efficiency,0.597891612,US$/m3,GDP per capita,476.896352,current US$/inhab,Total population with access to safe drinking-water (JMP),60.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.496,,Total renewable water resources per capita,8475.074614701,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2006,SDG 6.4.1. Water Use Efficiency,0.577820794,US$/m3,GDP per capita,456.276337,current US$/inhab,Total population with access to safe drinking-water (JMP),62.4,%,,,,,,,Human Development Index (HDI) [highest = 1],0.537,,Total renewable water resources per capita,8259.900820862,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2007,SDG 6.4.1. Water Use Efficiency,0.632881151,US$/m3,GDP per capita,532.485322,current US$/inhab,Total population with access to safe drinking-water (JMP),63.8,%,,,,,,,Human Development Index (HDI) [highest = 1],0.582,,Total renewable water resources per capita,8058.962370581,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2008,SDG 6.4.1. Water Use Efficiency,0.722245941,US$/m3,GDP per capita,621.711841,current US$/inhab,Total population with access to safe drinking-water (JMP),65.2,%,,,,,,,Human Development Index (HDI) [highest = 1],0.599,,Total renewable water resources per capita,7875.744432812,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2009,SDG 6.4.1. Water Use Efficiency,0.854038842,US$/m3,GDP per capita,682.172081,current US$/inhab,Total population with access to safe drinking-water (JMP),66.7,%,,,,,,,Human Development Index (HDI) [highest = 1],0.611,,Total renewable water resources per capita,7709.705876832,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2010,SDG 6.4.1. Water Use Efficiency,0.944113741,US$/m3,GDP per capita,810.141605,current US$/inhab,Total population with access to safe drinking-water (JMP),68.2,%,,,,,,,Human Development Index (HDI) [highest = 1],0.62,,Total renewable water resources per capita,7547.18021178,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2011,SDG 6.4.1. Water Use Efficiency,1.010979948,US$/m3,GDP per capita,936.598344,current US$/inhab,Total population with access to safe drinking-water (JMP),69.7,%,,,,,,,Human Development Index (HDI) [highest = 1],0.627,,Total renewable water resources per capita,7381.111542387,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2012,SDG 6.4.1. Water Use Efficiency,1.096762813,US$/m3,GDP per capita,1019.964815,current US$/inhab,Total population with access to safe drinking-water (JMP),71.2,%,,,,,,,Human Development Index (HDI) [highest = 1],0.601,,Total renewable water resources per capita,7220.860772311,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2013,SDG 6.4.1. Water Use Efficiency,1.109898017,US$/m3,GDP per capita,1201.423633,current US$/inhab,Total population with access to safe drinking-water (JMP),71.4,%,,,,,,,Human Development Index (HDI) [highest = 1],0.613,,Total renewable water resources per capita,7072.41585633,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2014,SDG 6.4.1. Water Use Efficiency,1.144308648,US$/m3,GDP per capita,1221.531421,current US$/inhab,Total population with access to safe drinking-water (JMP),71.7,%,,,,,,,Human Development Index (HDI) [highest = 1],0.608,,Total renewable water resources per capita,6933.484128525,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2015,SDG 6.4.1. Water Use Efficiency,1.182601588,US$/m3,GDP per capita,1322.270438,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.628,,Total renewable water resources per capita,6812.830845247,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2016,SDG 6.4.1. Water Use Efficiency,1.262941829,US$/m3,GDP per capita,1347.925622,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.628,,Total renewable water resources per capita,6708.52108754,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2017,SDG 6.4.1. Water Use Efficiency,1.200682984,US$/m3,GDP per capita,1299.520764,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.624,,Total renewable water resources per capita,6607.761203634,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2018,SDG 6.4.1. Water Use Efficiency,1.19250704,US$/m3,GDP per capita,1255.20664,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.626,,Total renewable water resources per capita,6510.308318375,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2019,SDG 6.4.1. Water Use Efficiency,1.44239577,US$/m3,GDP per capita,1599.399372,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.626,,Total renewable water resources per capita,6415.773352556,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2020,SDG 6.4.1. Water Use Efficiency,1.51816912,US$/m3,GDP per capita,1463.203178,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.626,,Total renewable water resources per capita,6319.255074058,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Timor-Leste,2021,SDG 6.4.1. Water Use Efficiency,1.600060013,US$/m3,GDP per capita,1517.223881,current US$/inhab,Total population with access to safe drinking-water (JMP),71.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.626,,Total renewable water resources per capita,6219.046710605,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.38225256,%,Industrial water withdrawal as % of total water withdrawal,0.170648464,%
Togo,2005,SDG 6.4.1. Water Use Efficiency,8.526156232,US$/m3,GDP per capita,447.966428,current US$/inhab,Total population with access to safe drinking-water (JMP),56.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.629,,Human Development Index (HDI) [highest = 1],0.437,,Total renewable water resources per capita,2573.710995366,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2006,SDG 6.4.1. Water Use Efficiency,10.655740964,US$/m3,GDP per capita,503.431089,current US$/inhab,Total population with access to safe drinking-water (JMP),57.3,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6222,,Human Development Index (HDI) [highest = 1],0.444,,Total renewable water resources per capita,2502.451380945,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2007,SDG 6.4.1. Water Use Efficiency,12.639626499,US$/m3,GDP per capita,620.913326,current US$/inhab,Total population with access to safe drinking-water (JMP),57.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6154,,Human Development Index (HDI) [highest = 1],0.441,,Total renewable water resources per capita,2430.741639117,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2008,SDG 6.4.1. Water Use Efficiency,12.668245473,US$/m3,GDP per capita,732.889005,current US$/inhab,Total population with access to safe drinking-water (JMP),58.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6086,,Human Development Index (HDI) [highest = 1],0.449,,Total renewable water resources per capita,2362.401369743,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
