Country,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita
Switzerland,2008,74664.566549,current US$/inhab,0.917,,,,8.428299008,%,100.0,%,7004.187325746,m3/inhab/year
Switzerland,2009,72168.250693,current US$/inhab,0.927,,,,8.23245614,%,100.0,%,6917.144887034,m3/inhab/year
Switzerland,2010,77141.515832,current US$/inhab,0.932,,,,8.036613272,%,100.0,%,6839.302595675,m3/inhab/year
Switzerland,2011,91270.36847,current US$/inhab,0.932,,,,7.840770404,%,100.0,%,6762.750819051,m3/inhab/year
Switzerland,2012,86559.826498,current US$/inhab,0.935,,317.807714043,US$/m3,7.627765065,%,100.0,%,6691.0646647,m3/inhab/year
Switzerland,2013,88120.151348,current US$/inhab,0.938,,377.273013573,US$/m3,6.559877956,%,100.0,%,6614.437747446,m3/inhab/year
Switzerland,2014,89694.105651,current US$/inhab,0.939,,390.149377946,US$/m3,6.498855835,%,100.0,%,6534.118909484,m3/inhab/year
Switzerland,2015,84782.939221,current US$/inhab,0.943,,389.921622552,US$/m3,6.506167048,%,100.0,%,6460.001362034,m3/inhab/year
Switzerland,2016,83077.645625,current US$/inhab,0.943,,398.639894549,US$/m3,6.498855835,%,100.0,%,6389.663411641,m3/inhab/year
Switzerland,2017,83353.597572,current US$/inhab,0.943,,405.03414234,US$/m3,6.498855835,%,100.0,%,6330.097174682,m3/inhab/year
Switzerland,2018,86387.339616,current US$/inhab,0.946,,409.598533651,US$/m3,6.498855835,%,100.0,%,6283.447613781,m3/inhab/year
Switzerland,2019,85325.750456,current US$/inhab,0.946,,423.873025717,US$/m3,6.498855835,%,100.0,%,6238.639262987,m3/inhab/year
Switzerland,2020,87079.725148,current US$/inhab,0.946,,410.860225743,US$/m3,6.498855835,%,100.0,%,6193.123826707,m3/inhab/year
Switzerland,2021,93525.366195,current US$/inhab,0.946,,432.417869925,US$/m3,6.498855835,%,100.0,%,6155.505795035,m3/inhab/year
Syrian Arab Republic,2005,1528.071106,current US$/inhab,0.635,,1.673228686,US$/m3,125.963131178,%,88.7,%,904.132615731,m3/inhab/year
Syrian Arab Republic,2006,1703.828742,current US$/inhab,0.643,,1.743898837,US$/m3,125.963131178,%,88.9,%,864.655836666,m3/inhab/year
Syrian Arab Republic,2007,1945.21431,current US$/inhab,0.649,,1.867830261,US$/m3,125.963131178,%,89.1,%,811.573005948,m3/inhab/year
Syrian Arab Republic,2008,2447.507162,current US$/inhab,0.646,,1.960615005,US$/m3,125.963131178,%,89.3,%,782.432422301,m3/inhab/year
Syrian Arab Republic,2009,2479.094234,current US$/inhab,0.648,,2.020689027,US$/m3,125.562383115,%,89.5,%,769.772788289,m3/inhab/year
Syrian Arab Republic,2010,2706.880427,current US$/inhab,0.644,,2.133896042,US$/m3,125.161635052,%,89.7,%,752.18590318,m3/inhab/year
Syrian Arab Republic,2011,2960.442805,current US$/inhab,0.642,,2.221550669,US$/m3,124.760886989,%,89.9,%,739.175459058,m3/inhab/year
Syrian Arab Republic,2012,2071.969268,current US$/inhab,0.631,,1.630268841,US$/m3,124.360138926,%,90.1,%,743.267911277,m3/inhab/year
Syrian Arab Republic,2013,1256.811526,current US$/inhab,0.572,,1.206396644,US$/m3,124.360138926,%,90.1,%,781.640301154,m3/inhab/year
Syrian Arab Republic,2014,1167.526371,current US$/inhab,0.551,,1.080443282,US$/m3,124.360138926,%,90.1,%,837.076813381,m3/inhab/year
Syrian Arab Republic,2015,1039.644384,current US$/inhab,0.54,,1.045603792,US$/m3,124.360138926,%,90.1,%,874.868225642,m3/inhab/year
Syrian Arab Republic,2016,700.788446,current US$/inhab,0.539,,0.987463035,US$/m3,124.360138926,%,90.1,%,885.982742689,m3/inhab/year
Syrian Arab Republic,2017,889.402601,current US$/inhab,0.544,,0.97991916,US$/m3,124.360138926,%,90.1,%,885.090336686,m3/inhab/year
Syrian Arab Republic,2018,1142.710475,current US$/inhab,0.549,,0.994378604,US$/m3,124.360138926,%,90.1,%,869.063136801,m3/inhab/year
Syrian Arab Republic,2019,1323.334818,current US$/inhab,0.549,,1.03177378,US$/m3,124.360138926,%,90.1,%,835.993141891,m3/inhab/year
Syrian Arab Republic,2020,1117.247318,current US$/inhab,0.549,,0.923362182,US$/m3,124.360138926,%,90.1,%,808.854165789,m3/inhab/year
Syrian Arab Republic,2021,924.711783,current US$/inhab,0.549,,0.896596395,US$/m3,124.360138926,%,90.1,%,787.924912378,m3/inhab/year
Tajikistan,2005,333.709308,current US$/inhab,0.59,,0.349868561,US$/m3,75.079166117,%,64.6,%,3162.006279274,m3/inhab/year
Tajikistan,2006,401.018238,current US$/inhab,0.596,,0.362566818,US$/m3,73.854070458,%,65.6,%,3104.535271191,m3/inhab/year
Tajikistan,2007,517.422749,current US$/inhab,0.602,,0.399094521,US$/m3,73.285980267,%,66.6,%,3047.969983825,m3/inhab/year
Tajikistan,2008,704.64222,current US$/inhab,0.616,,0.440028287,US$/m3,72.717890076,%,67.6,%,2991.278600262,m3/inhab/year
Tajikistan,2009,666.708362,current US$/inhab,0.619,,0.485844465,US$/m3,72.149799886,%,68.6,%,2933.616974328,m3/inhab/year
Tajikistan,2010,740.270199,current US$/inhab,0.63,,0.529598906,US$/m3,71.581709695,%,69.7,%,2874.656953449,m3/inhab/year
Tajikistan,2011,837.881495,current US$/inhab,0.634,,0.549734887,US$/m3,71.013619504,%,70.7,%,2814.452076535,m3/inhab/year
Tajikistan,2012,967.636316,current US$/inhab,0.639,,0.609254577,US$/m3,70.445529314,%,71.7,%,2753.764210919,m3/inhab/year
Tajikistan,2013,1063.537399,current US$/inhab,0.643,,0.675652903,US$/m3,69.877439123,%,72.7,%,2692.767626813,m3/inhab/year
Tajikistan,2014,1138.28635,current US$/inhab,0.642,,0.730263636,US$/m3,69.309348932,%,73.7,%,2631.405749555,m3/inhab/year
Tajikistan,2015,970.3626,current US$/inhab,0.642,,0.780750056,US$/m3,68.741258741,%,73.8,%,2570.370491161,m3/inhab/year
Tajikistan,2016,801.39384,current US$/inhab,0.647,,0.915682741,US$/m3,57.718696398,%,73.8,%,2511.08326367,m3/inhab/year
Tajikistan,2017,844.36525,current US$/inhab,0.651,,1.035730199,US$/m3,52.698245151,%,73.8,%,2454.757563281,m3/inhab/year
Tajikistan,2018,850.666958,current US$/inhab,0.656,,0.910502741,US$/m3,64.480802217,%,73.8,%,2400.272038134,m3/inhab/year
Tajikistan,2019,889.023372,current US$/inhab,0.656,,0.90079263,US$/m3,69.943264283,%,73.8,%,2346.577376059,m3/inhab/year
Tajikistan,2020,852.33023,current US$/inhab,0.656,,1.011724203,US$/m3,69.943264283,%,73.8,%,2295.873913245,m3/inhab/year
Tajikistan,2021,897.051476,current US$/inhab,0.656,,1.082275363,US$/m3,69.943264283,%,73.8,%,2247.16473656,m3/inhab/year
Thailand,2005,2876.246513,current US$/inhab,0.693,,,,,,94.3,%,6663.64231915,m3/inhab/year
Thailand,2006,3343.787126,current US$/inhab,0.694,,,,,,94.7,%,6613.58777826,m3/inhab/year
Thailand,2007,3934.691823,current US$/inhab,0.71,,5.325503225,US$/m3,23.013935183,%,95.2,%,6563.389267717,m3/inhab/year
Thailand,2008,4327.797517,current US$/inhab,0.714,,5.397766096,US$/m3,23.013935183,%,95.6,%,6514.50277795,m3/inhab/year
Thailand,2009,4154.186142,current US$/inhab,0.718,,5.368168995,US$/m3,23.013935183,%,96.0,%,6467.871499743,m3/inhab/year
Thailand,2010,4996.37071,current US$/inhab,0.721,,5.750231201,US$/m3,23.013935183,%,96.4,%,6424.59145122,m3/inhab/year
Thailand,2011,5396.644005,current US$/inhab,0.729,,5.767336899,US$/m3,23.013935183,%,96.8,%,6383.231455731,m3/inhab/year
Thailand,2012,5748.633713,current US$/inhab,0.733,,6.187796026,US$/m3,23.013935183,%,97.1,%,6342.233673072,m3/inhab/year
Thailand,2013,6041.134481,current US$/inhab,0.731,,6.35992943,US$/m3,23.013935183,%,97.5,%,6303.805874111,m3/inhab/year
Thailand,2014,5822.378603,current US$/inhab,0.739,,6.462562586,US$/m3,23.013935183,%,97.8,%,6269.355174358,m3/inhab/year
Thailand,2015,5708.793315,current US$/inhab,0.746,,6.705797404,US$/m3,23.013935183,%,97.8,%,6239.615370767,m3/inhab/year
Thailand,2016,5854.463852,current US$/inhab,0.753,,6.949810715,US$/m3,23.013935183,%,97.8,%,6211.987057324,m3/inhab/year
Thailand,2017,6436.789649,current US$/inhab,0.762,,7.242735871,US$/m3,23.013935183,%,97.8,%,6186.475645743,m3/inhab/year
Thailand,2018,7124.558867,current US$/inhab,0.765,,7.556274488,US$/m3,23.013935183,%,97.8,%,6166.505749749,m3/inhab/year
Thailand,2019,7630.03819,current US$/inhab,0.765,,7.721775452,US$/m3,23.013935183,%,97.8,%,6150.943200953,m3/inhab/year
Thailand,2020,6998.537376,current US$/inhab,0.765,,7.214944489,US$/m3,23.013935183,%,97.8,%,6136.494233898,m3/inhab/year
Thailand,2021,7066.675487,current US$/inhab,0.765,,7.341395422,US$/m3,23.013935183,%,97.8,%,6125.743621575,m3/inhab/year
Timor-Leste,2005,476.896352,current US$/inhab,0.496,,0.597891612,US$/m3,28.268210323,%,60.9,%,8475.074614701,m3/inhab/year
Timor-Leste,2006,456.276337,current US$/inhab,0.537,,0.577820794,US$/m3,28.268210323,%,62.4,%,8259.900820862,m3/inhab/year
Timor-Leste,2007,532.485322,current US$/inhab,0.582,,0.632881151,US$/m3,28.268210323,%,63.8,%,8058.962370581,m3/inhab/year
Timor-Leste,2008,621.711841,current US$/inhab,0.599,,0.722245941,US$/m3,28.268210323,%,65.2,%,7875.744432812,m3/inhab/year
Timor-Leste,2009,682.172081,current US$/inhab,0.611,,0.854038842,US$/m3,28.268210323,%,66.7,%,7709.705876832,m3/inhab/year
Timor-Leste,2010,810.141605,current US$/inhab,0.62,,0.944113741,US$/m3,28.268210323,%,68.2,%,7547.18021178,m3/inhab/year
Timor-Leste,2011,936.598344,current US$/inhab,0.627,,1.010979948,US$/m3,28.268210323,%,69.7,%,7381.111542387,m3/inhab/year
Timor-Leste,2012,1019.964815,current US$/inhab,0.601,,1.096762813,US$/m3,28.268210323,%,71.2,%,7220.860772311,m3/inhab/year
Timor-Leste,2013,1201.423633,current US$/inhab,0.613,,1.109898017,US$/m3,28.268210323,%,71.4,%,7072.41585633,m3/inhab/year
Timor-Leste,2014,1221.531421,current US$/inhab,0.608,,1.144308648,US$/m3,28.268210323,%,71.7,%,6933.484128525,m3/inhab/year
Timor-Leste,2015,1322.270438,current US$/inhab,0.628,,1.182601588,US$/m3,28.268210323,%,71.9,%,6812.830845247,m3/inhab/year
Timor-Leste,2016,1347.925622,current US$/inhab,0.628,,1.262941829,US$/m3,28.268210323,%,71.9,%,6708.52108754,m3/inhab/year
Timor-Leste,2017,1299.520764,current US$/inhab,0.624,,1.200682984,US$/m3,28.268210323,%,71.9,%,6607.761203634,m3/inhab/year
Timor-Leste,2018,1255.20664,current US$/inhab,0.626,,1.19250704,US$/m3,28.268210323,%,71.9,%,6510.308318375,m3/inhab/year
Timor-Leste,2019,1599.399372,current US$/inhab,0.626,,1.44239577,US$/m3,28.268210323,%,71.9,%,6415.773352556,m3/inhab/year
Timor-Leste,2020,1463.203178,current US$/inhab,0.626,,1.51816912,US$/m3,28.268210323,%,71.9,%,6319.255074058,m3/inhab/year
Timor-Leste,2021,1517.223881,current US$/inhab,0.626,,1.600060013,US$/m3,28.268210323,%,71.9,%,6219.046710605,m3/inhab/year
Togo,2005,447.966428,current US$/inhab,0.437,,8.526156232,US$/m3,3.391634981,%,56.7,%,2573.710995366,m3/inhab/year
Togo,2006,503.431089,current US$/inhab,0.444,,10.655740964,US$/m3,3.391634981,%,57.3,%,2502.451380945,m3/inhab/year
Togo,2007,620.913326,current US$/inhab,0.441,,12.639626499,US$/m3,3.391634981,%,57.9,%,2430.741639117,m3/inhab/year
Togo,2008,732.889005,current US$/inhab,0.449,,12.668245473,US$/m3,3.391634981,%,58.6,%,2362.401369743,m3/inhab/year
Togo,2009,734.995445,current US$/inhab,0.458,,13.076413323,US$/m3,3.391634981,%,59.2,%,2297.368934321,m3/inhab/year
Togo,2010,721.525424,current US$/inhab,0.468,,13.80181962,US$/m3,3.391634981,%,59.8,%,2236.811372132,m3/inhab/year
Togo,2011,802.430952,current US$/inhab,0.48,,14.946002068,US$/m3,3.391634981,%,60.5,%,2178.206319703,m3/inhab/year
Togo,2012,781.599045,current US$/inhab,0.484,,15.787267389,US$/m3,3.391634981,%,61.1,%,2122.24261853,m3/inhab/year
Togo,2013,847.14666,current US$/inhab,0.49,,17.036362531,US$/m3,3.391634981,%,61.8,%,2068.607696149,m3/inhab/year
Togo,2014,876.025717,current US$/inhab,0.495,,17.686190418,US$/m3,3.391634981,%,62.4,%,2016.908277186,m3/inhab/year
Togo,2015,769.560684,current US$/inhab,0.502,,18.582405051,US$/m3,3.391634981,%,63.1,%,1967.021216666,m3/inhab/year
Togo,2016,792.440551,current US$/inhab,0.506,,19.429420536,US$/m3,3.391634981,%,63.1,%,1918.720894505,m3/inhab/year
Togo,2017,813.395007,current US$/inhab,0.51,,20.126992668,US$/m3,3.391634981,%,63.1,%,1871.944957178,m3/inhab/year
Togo,2018,873.554887,current US$/inhab,0.513,,21.274153272,US$/m3,3.391634981,%,63.1,%,1826.840613376,m3/inhab/year
Togo,2019,848.304534,current US$/inhab,0.513,,22.015855632,US$/m3,3.391634981,%,63.1,%,1783.310975224,m3/inhab/year
Togo,2020,868.895634,current US$/inhab,0.513,,22.748742735,US$/m3,3.391634981,%,63.1,%,1741.173906555,m3/inhab/year
Togo,2021,943.939354,current US$/inhab,0.513,,23.724837233,US$/m3,3.391634981,%,63.1,%,1700.438493347,m3/inhab/year
Tokelau,2005,,,,,,,,,96.2,%,0.0,m3/inhab/year
Tokelau,2006,,,,,,,,,96.8,%,0.0,m3/inhab/year
Tokelau,2007,,,,,,,,,97.4,%,0.0,m3/inhab/year
Tokelau,2008,,,,,,,,,98.0,%,0.0,m3/inhab/year
Tokelau,2009,,,,,,,,,98.5,%,0.0,m3/inhab/year
Tokelau,2010,,,,,,,,,99.1,%,0.0,m3/inhab/year
Tokelau,2011,,,,,,,,,99.7,%,0.0,m3/inhab/year
Tokelau,2012,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2013,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2014,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2015,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2016,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2017,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2018,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2019,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2020,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tokelau,2021,,,,,,,,,100.0,%,0.0,m3/inhab/year
Tonga,2005,2472.328295,current US$/inhab,0.674,,,,,,98.7,%,0.0,m3/inhab/year
Tonga,2006,2728.907211,current US$/inhab,0.675,,,,,,98.8,%,0.0,m3/inhab/year
Tonga,2007,2844.435577,current US$/inhab,0.678,,,,,,98.9,%,0.0,m3/inhab/year
Tonga,2008,3151.950314,current US$/inhab,0.681,,,,,,99.0,%,0.0,m3/inhab/year
Tonga,2009,2988.87142,current US$/inhab,0.686,,,,,,99.1,%,0.0,m3/inhab/year
Tonga,2010,3457.271583,current US$/inhab,0.692,,,,,,99.2,%,0.0,m3/inhab/year
Tonga,2011,4081.866497,current US$/inhab,0.696,,,,,,99.3,%,0.0,m3/inhab/year
Tonga,2012,4315.99353,current US$/inhab,0.7,,,,,,99.4,%,0.0,m3/inhab/year
Tonga,2013,4113.429539,current US$/inhab,0.699,,,,,,99.5,%,0.0,m3/inhab/year
Tonga,2014,4048.42709,current US$/inhab,0.699,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2015,3799.862961,current US$/inhab,0.714,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2016,3981.839758,current US$/inhab,0.715,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2017,4376.266009,current US$/inhab,0.717,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2018,4560.66192,current US$/inhab,0.717,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2019,4839.534726,current US$/inhab,0.717,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2020,4626.178058,current US$/inhab,0.717,,,,,,99.6,%,0.0,m3/inhab/year
Tonga,2021,4450.531493,current US$/inhab,0.717,,,,,,99.6,%,0.0,m3/inhab/year
Trinidad and Tobago,2005,12322.45606,current US$/inhab,0.751,,57.397502481,US$/m3,18.681983071,%,94.1,%,2804.813468948,m3/inhab/year
Trinidad and Tobago,2006,14081.93734,current US$/inhab,0.767,,63.230716648,US$/m3,18.956066102,%,94.3,%,2788.835073087,m3/inhab/year
Trinidad and Tobago,2007,16496.028302,current US$/inhab,0.777,,65.881408632,US$/m3,19.230149133,%,94.5,%,2772.841462067,m3/inhab/year
Trinidad and Tobago,2008,21121.81735,current US$/inhab,0.784,,65.994265984,US$/m3,19.504232164,%,94.6,%,2757.030247637,m3/inhab/year
Trinidad and Tobago,2009,14445.214014,current US$/inhab,0.786,,64.098067198,US$/m3,19.778315195,%,94.8,%,2740.525738461,m3/inhab/year
Trinidad and Tobago,2010,16558.286374,current US$/inhab,0.788,,65.037198318,US$/m3,20.052398226,%,95.0,%,2722.832653571,m3/inhab/year
Trinidad and Tobago,2011,18905.431578,current US$/inhab,0.786,,64.081770298,US$/m3,20.326481258,%,95.1,%,2704.187264968,m3/inhab/year
Trinidad and Tobago,2012,18961.233591,current US$/inhab,0.784,,64.198104168,US$/m3,20.326481258,%,95.1,%,2684.606925307,m3/inhab/year
Trinidad and Tobago,2013,19821.528643,current US$/inhab,0.787,,66.717197168,US$/m3,20.326481258,%,95.1,%,2665.317349758,m3/inhab/year
Trinidad and Tobago,2014,20327.983457,current US$/inhab,0.788,,69.262819578,US$/m3,20.326481258,%,95.1,%,2647.069163643,m3/inhab/year
Trinidad and Tobago,2015,18389.531029,current US$/inhab,0.796,,67.649922357,US$/m3,20.326481258,%,95.1,%,2629.81816588,m3/inhab/year
Trinidad and Tobago,2016,15991.108798,current US$/inhab,0.796,,63.481084022,US$/m3,20.326481258,%,95.1,%,2613.436055889,m3/inhab/year
Trinidad and Tobago,2017,16094.666784,current US$/inhab,0.799,,60.982757912,US$/m3,20.326481258,%,95.1,%,2597.038969787,m3/inhab/year
Trinidad and Tobago,2018,16164.275112,current US$/inhab,0.799,,60.263938999,US$/m3,20.326481258,%,95.1,%,2551.988457569,m3/inhab/year
Trinidad and Tobago,2019,15691.162067,current US$/inhab,0.799,,60.684296692,US$/m3,20.326481258,%,95.1,%,2526.390583932,m3/inhab/year
Trinidad and Tobago,2020,13871.798218,current US$/inhab,0.799,,55.261222131,US$/m3,20.326481258,%,95.1,%,2529.399326943,m3/inhab/year
Trinidad and Tobago,2021,16032.502768,current US$/inhab,0.799,,54.434344821,US$/m3,20.326481258,%,95.1,%,2516.938537541,m3/inhab/year
Tunisia,2005,3106.575832,current US$/inhab,0.689,,8.790562354,US$/m3,72.84869106,%,92.9,%,444.247899377,m3/inhab/year
Tunisia,2006,3279.10282,current US$/inhab,0.695,,9.226994645,US$/m3,73.229566056,%,93.5,%,440.213141378,m3/inhab/year
Tunisia,2007,3678.061522,current US$/inhab,0.701,,9.824611649,US$/m3,73.610441053,%,94.1,%,436.184093316,m3/inhab/year
Tunisia,2008,4200.17378,current US$/inhab,0.708,,10.263981619,US$/m3,73.99131605,%,94.7,%,432.100730498,m3/inhab/year
Tunisia,2009,4029.461207,current US$/inhab,0.71,,10.143226881,US$/m3,76.555874362,%,95.2,%,427.928813416,m3/inhab/year
Tunisia,2010,4043.200958,current US$/inhab,0.717,,10.529638655,US$/m3,79.120432674,%,95.8,%,423.586352828,m3/inhab/year
Tunisia,2011,4201.342699,current US$/inhab,0.719,,10.388539858,US$/m3,81.684990986,%,96.3,%,418.308478347,m3/inhab/year
Tunisia,2012,4126.678134,current US$/inhab,0.721,,10.663035709,US$/m3,84.269862631,%,96.9,%,412.998194173,m3/inhab/year
Tunisia,2013,4239.541805,current US$/inhab,0.725,,10.787210081,US$/m3,86.854734276,%,97.3,%,408.396815514,m3/inhab/year
Tunisia,2014,4367.869087,current US$/inhab,0.728,,10.709925599,US$/m3,89.439605921,%,97.7,%,403.799194817,m3/inhab/year
Tunisia,2015,3960.924128,current US$/inhab,0.731,,10.649780982,US$/m3,92.024477566,%,97.7,%,399.298169657,m3/inhab/year
Tunisia,2016,3796.109011,current US$/inhab,0.736,,10.995988263,US$/m3,94.609349212,%,97.7,%,394.928248426,m3/inhab/year
Tunisia,2017,3569.718839,current US$/inhab,0.738,,11.72796262,US$/m3,89.531015921,%,97.7,%,390.722793142,m3/inhab/year
Tunisia,2018,3577.169461,current US$/inhab,0.739,,11.263493113,US$/m3,95.9987812,%,97.7,%,386.741317657,m3/inhab/year
Tunisia,2019,3477.844271,current US$/inhab,0.739,,11.4437013,US$/m3,96.310590864,%,97.7,%,383.009356383,m3/inhab/year
Tunisia,2020,3497.733231,current US$/inhab,0.739,,11.003045821,US$/m3,98.113399182,%,97.7,%,379.469257769,m3/inhab/year
Tunisia,2021,3807.184563,current US$/inhab,0.739,,11.683769205,US$/m3,98.113399182,%,97.7,%,376.336974818,m3/inhab/year
Turkmenistan,2005,2901.053898,current US$/inhab,,,0.570547057,US$/m3,143.560020608,%,60.2,%,5068.796659691,m3/inhab/year
Turkmenistan,2006,3273.008493,current US$/inhab,,,0.633243162,US$/m3,143.560020608,%,60.4,%,4998.961451376,m3/inhab/year
Turkmenistan,2007,3680.498858,current US$/inhab,,,0.704731128,US$/m3,143.690211231,%,60.4,%,4928.462172535,m3/inhab/year
Turkmenistan,2008,4240.816675,current US$/inhab,,,0.805228954,US$/m3,143.820401855,%,60.4,%,4855.803327122,m3/inhab/year
Turkmenistan,2009,3901.670282,current US$/inhab,,,0.853707875,US$/m3,143.950592478,%,60.4,%,4780.004929591,m3/inhab/year
Turkmenistan,2010,4286.880504,current US$/inhab,0.673,,0.993376757,US$/m3,144.080783102,%,60.4,%,4701.051828313,m3/inhab/year
Turkmenistan,2011,5453.155004,current US$/inhab,0.68,,1.119282795,US$/m3,144.210973725,%,60.4,%,4619.636842261,m3/inhab/year
Turkmenistan,2012,6441.899473,current US$/inhab,0.686,,1.18744843,US$/m3,144.341164348,%,60.4,%,4536.809434952,m3/inhab/year
Turkmenistan,2013,7049.797505,current US$/inhab,0.691,,1.183227882,US$/m3,144.471354972,%,60.4,%,4454.060587094,m3/inhab/year
Turkmenistan,2014,7685.509859,current US$/inhab,0.696,,1.227804722,US$/m3,144.601545595,%,60.4,%,4373.006410564,m3/inhab/year
Turkmenistan,2015,6251.978413,current US$/inhab,0.701,,1.263918911,US$/m3,144.731736218,%,60.4,%,4294.684181602,m3/inhab/year
Turkmenistan,2016,6163.253406,current US$/inhab,0.706,,1.251019146,US$/m3,144.861926842,%,60.4,%,4219.944207788,m3/inhab/year
Turkmenistan,2017,6738.439772,current US$/inhab,0.708,,1.201871798,US$/m3,148.666666667,%,60.4,%,4149.365079285,m3/inhab/year
Turkmenistan,2018,6962.971313,current US$/inhab,0.71,,1.331191691,US$/m3,138.485316847,%,60.4,%,4083.220199088,m3/inhab/year
Turkmenistan,2019,7459.533211,current US$/inhab,0.71,,1.271017893,US$/m3,142.751674395,%,60.4,%,4021.323651196,m3/inhab/year
Turkmenistan,2020,7381.050058,current US$/inhab,0.71,,1.276814911,US$/m3,135.213807316,%,60.4,%,3962.122334467,m3/inhab/year
Turkmenistan,2021,8507.6676,current US$/inhab,0.71,,2.031319546,US$/m3,135.213807316,%,60.4,%,3905.008865702,m3/inhab/year
Tuvalu,2005,2187.181995,current US$/inhab,,,,,,,96.0,%,0.0,m3/inhab/year
Tuvalu,2006,2282.46811,current US$/inhab,,,,,,,96.4,%,0.0,m3/inhab/year
Tuvalu,2007,2661.903938,current US$/inhab,,,,,,,96.9,%,0.0,m3/inhab/year
Tuvalu,2008,2921.086876,current US$/inhab,,,,,,,97.3,%,0.0,m3/inhab/year
Tuvalu,2009,2587.019807,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2010,2975.895631,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2011,3575.008762,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2012,3427.416336,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2013,3435.748632,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2014,3448.678903,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2015,3327.554607,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2016,3801.822419,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2017,4183.205886,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2018,4421.721374,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2019,4942.806306,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2020,4675.39597,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Tuvalu,2021,5370.419271,current US$/inhab,,,,,,,97.7,%,0.0,m3/inhab/year
Türkiye,2005,7369.431292,current US$/inhab,0.691,,11.216040727,US$/m3,29.903191463,%,95.7,%,3079.846848939,m3/inhab/year
Türkiye,2006,8003.812178,current US$/inhab,0.702,,11.834535533,US$/m3,30.438423828,%,96.3,%,3040.171658781,m3/inhab/year
Türkiye,2007,9668.399445,current US$/inhab,0.709,,12.524294076,US$/m3,30.802662854,%,96.9,%,3002.744374966,m3/inhab/year
Türkiye,2008,10802.600475,current US$/inhab,0.714,,11.894918231,US$/m3,31.166901879,%,97.5,%,2966.879501479,m3/inhab/year
Türkiye,2009,8989.735887,current US$/inhab,0.721,,11.00192689,US$/m3,33.52150338,%,98.0,%,2929.707551635,m3/inhab/year
Türkiye,2010,10614.984568,current US$/inhab,0.743,,11.253315404,US$/m3,34.880784372,%,98.6,%,2890.89422285,m3/inhab/year
Türkiye,2011,11308.371736,current US$/inhab,0.759,,11.875743069,US$/m3,36.199212657,%,99.1,%,2852.75725325,m3/inhab/year
Türkiye,2012,11697.474363,current US$/inhab,0.765,,12.239452114,US$/m3,37.517640942,%,99.5,%,2810.935159471,m3/inhab/year
Türkiye,2013,12507.803157,current US$/inhab,0.781,,12.657028678,US$/m3,38.059867786,%,99.8,%,2763.263642632,m3/inhab/year
Türkiye,2014,12020.349661,current US$/inhab,0.792,,13.250538754,US$/m3,38.60209463,%,100.0,%,2708.928234436,m3/inhab/year
Türkiye,2015,10851.920106,current US$/inhab,0.8,,12.834111056,US$/m3,39.894525737,%,100.0,%,2656.750208403,m3/inhab/year
Türkiye,2016,10734.256471,current US$/inhab,0.8,,12.808169962,US$/m3,44.276907079,%,100.0,%,2611.720349328,m3/inhab/year
Türkiye,2017,10464.007788,current US$/inhab,0.805,,13.974931976,US$/m3,43.667076432,%,100.0,%,2577.664130997,m3/inhab/year
Türkiye,2018,9400.836338,current US$/inhab,0.807,,14.111477314,US$/m3,45.378875436,%,100.0,%,2555.268427325,m3/inhab/year
