Country,Continent,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita,TSNE_1,TSNE_2
Solomon Islands,Oceania,2014,2235.742534,current US$/inhab,0.551,,,,,,80.7,%,74827.369742624,m3/inhab/year,,
Solomon Islands,Oceania,2015,2134.803681,current US$/inhab,0.555,,,,,,80.8,%,72960.53275879,m3/inhab/year,,
Solomon Islands,Oceania,2016,2196.277515,current US$/inhab,0.553,,,,,,80.8,%,71166.785012625,m3/inhab/year,,
Solomon Islands,Oceania,2017,2283.581124,current US$/inhab,0.555,,,,,,80.8,%,69449.40758257,m3/inhab/year,,
Solomon Islands,Oceania,2018,2450.475124,current US$/inhab,0.557,,,,,,80.8,%,67804.42594528,m3/inhab/year,,
Solomon Islands,Oceania,2019,2398.766365,current US$/inhab,0.557,,,,,,80.8,%,66222.908978315,m3/inhab/year,,
Solomon Islands,Oceania,2020,2222.458689,current US$/inhab,0.557,,,,,,80.8,%,64670.980958953,m3/inhab/year,,
Solomon Islands,Oceania,2021,2305.981147,current US$/inhab,0.557,,,,,,80.8,%,63148.883027643,m3/inhab/year,,
Somalia,Africa,2005,447.417198,current US$/inhab,,,0.381577826,US$/m3,24.527740592,%,28.4,%,1404.374694047,m3/inhab/year,4.250253677368164,-11.707091331481934
Somalia,Africa,2006,466.087702,current US$/inhab,,,0.405849483,US$/m3,24.527740592,%,29.5,%,1363.00758472,m3/inhab/year,-12.059490203857422,1.0352469682693481
Somalia,Africa,2007,488.457348,current US$/inhab,,,0.435036102,US$/m3,24.527740592,%,30.7,%,1322.169307467,m3/inhab/year,4.041387557983398,-14.409148216247559
Somalia,Africa,2008,516.70489,current US$/inhab,,,0.464090907,US$/m3,24.527740592,%,30.9,%,1284.41825901,m3/inhab/year,13.53681755065918,1.6585582494735718
Somalia,Africa,2009,251.371292,current US$/inhab,,,0.495710356,US$/m3,24.527740592,%,31.2,%,1253.192977993,m3/inhab/year,10.009522438049316,9.443232536315918
Somalia,Africa,2010,223.487607,current US$/inhab,,,0.529860452,US$/m3,24.527740592,%,31.4,%,1222.285609233,m3/inhab/year,-12.60086727142334,-8.64191722869873
Somalia,Africa,2011,237.868451,current US$/inhab,,,0.565830741,US$/m3,24.527740592,%,31.7,%,1203.257438894,m3/inhab/year,-15.345967292785645,-1.8815710544586182
Somalia,Africa,2012,324.887177,current US$/inhab,,,0.604269494,US$/m3,24.527740592,%,31.7,%,1181.641059889,m3/inhab/year,-13.543797492980957,-8.398277282714844
Somalia,Africa,2013,356.093816,current US$/inhab,,,0.547136019,US$/m3,24.527740592,%,31.7,%,1143.747687704,m3/inhab/year,-13.156841278076172,-9.04111385345459
Somalia,Africa,2014,377.583352,current US$/inhab,,,0.589686442,US$/m3,24.527740592,%,31.7,%,1104.49623889,m3/inhab/year,7.700669765472412,15.743247032165527
Somalia,Africa,2015,387.584931,current US$/inhab,,,0.678100391,US$/m3,24.527740592,%,31.7,%,1068.010781242,m3/inhab/year,-16.61821746826172,-2.853372573852539
Somalia,Africa,2016,387.186606,current US$/inhab,,,0.736302439,US$/m3,24.527740592,%,31.7,%,1028.486486982,m3/inhab/year,-14.763091087341309,-8.934378623962402
Somalia,Africa,2017,377.349744,current US$/inhab,,,0.753281017,US$/m3,24.527740592,%,31.7,%,988.951926912,m3/inhab/year,15.896990776062012,-7.2107462882995605
Somalia,Africa,2018,380.014124,current US$/inhab,,,0.822132738,US$/m3,24.527740592,%,31.7,%,953.858304933,m3/inhab/year,-18.1254940032959,2.2843382358551025
Somalia,Africa,2019,405.778963,current US$/inhab,,,0.844127616,US$/m3,24.527740592,%,31.7,%,919.825045522,m3/inhab/year,10.183622360229492,-12.033421516418457
Somalia,Africa,2020,416.232388,current US$/inhab,,,0.84170381,US$/m3,24.527740592,%,31.7,%,888.9149046,m3/inhab/year,7.097894668579102,15.069157600402832
Somalia,Africa,2021,446.997757,current US$/inhab,,,0.866524754,US$/m3,24.527740592,%,31.7,%,861.382920394,m3/inhab/year,16.669902801513672,-2.800264358520508
South Africa,Africa,2005,5893.186768,current US$/inhab,0.62,,17.228499195,US$/m3,44.179413286,%,88.9,%,1047.592590405,m3/inhab/year,-1.3436988592147827,0.7793110013008118
South Africa,Africa,2006,6139.581467,current US$/inhab,0.624,,17.862647568,US$/m3,44.860957166,%,89.4,%,1037.546536033,m3/inhab/year,2.002163887023926,-0.27995941042900085
South Africa,Africa,2007,6662.062784,current US$/inhab,0.631,,18.496074142,US$/m3,45.542501047,%,89.8,%,1027.080235508,m3/inhab/year,2.675625801086426,0.7311550378799438
South Africa,Africa,2008,6251.877175,current US$/inhab,0.644,,18.914243807,US$/m3,46.224044927,%,90.3,%,1015.508264754,m3/inhab/year,-1.0873254537582397,2.559401750564575
South Africa,Africa,2009,6444.18672,current US$/inhab,0.654,,18.53651387,US$/m3,46.905588808,%,90.7,%,1003.50240906,m3/inhab/year,1.1606343984603882,-2.7734713554382324
South Africa,Africa,2010,8059.562841,current US$/inhab,0.662,,18.860316727,US$/m3,47.587132688,%,91.1,%,991.601396862,m3/inhab/year,-0.636090099811554,0.9648389220237732
South Africa,Africa,2011,8737.041111,current US$/inhab,0.663,,19.101813622,US$/m3,48.268676568,%,91.6,%,979.152256269,m3/inhab/year,-0.9086191654205322,3.237009048461914
South Africa,Africa,2012,8173.800814,current US$/inhab,0.673,,19.202147179,US$/m3,48.950220449,%,92.0,%,966.223880226,m3/inhab/year,0.47254547476768494,-2.40443754196167
South Africa,Africa,2013,7437.488241,current US$/inhab,0.683,,19.376289683,US$/m3,45.744476465,%,92.4,%,953.156736314,m3/inhab/year,0.06623146682977676,-1.0265470743179321
South Africa,Africa,2014,6959.839546,current US$/inhab,0.691,,17.779725521,US$/m3,52.747358309,%,92.8,%,938.249977604,m3/inhab/year,3.1971888542175293,0.20104295015335083
South Africa,Africa,2015,6200.927044,current US$/inhab,0.699,,16.399964478,US$/m3,59.750240154,%,93.2,%,918.990923269,m3/inhab/year,-0.5472256541252136,1.001139760017395
South Africa,Africa,2016,5734.750634,current US$/inhab,0.702,,16.147882508,US$/m3,60.999039385,%,93.2,%,910.101567335,m3/inhab/year,-0.8045809268951416,-0.04603366181254387
South Africa,Africa,2017,6723.928582,current US$/inhab,0.704,,16.099293735,US$/m3,62.055715658,%,93.2,%,906.583756007,m3/inhab/year,0.4550543427467346,-2.2255923748016357
South Africa,Africa,2018,7044.789983,current US$/inhab,0.705,,15.917953024,US$/m3,62.888248479,%,93.2,%,895.541103462,m3/inhab/year,-2.145153760910034,-2.5205025672912598
South Africa,Africa,2019,6688.774747,current US$/inhab,0.705,,16.77977522,US$/m3,64.040986231,%,93.2,%,884.01796235,m3/inhab/year,-1.542951226234436,-0.8759453892707825
South Africa,Africa,2020,5741.641249,current US$/inhab,0.705,,15.511652909,US$/m3,65.033621518,%,93.2,%,873.270700805,m3/inhab/year,-1.9242348670959473,1.3009589910507202
South Africa,Africa,2021,7055.055177,current US$/inhab,0.705,,15.843132743,US$/m3,66.890810118,%,93.2,%,864.590846062,m3/inhab/year,0.9761826992034912,3.1262223720550537
South Sudan,Africa,2012,829.268103,current US$/inhab,0.438,,5.043604568,US$/m3,4.226075787,%,58.7,%,4625.474835361,m3/inhab/year,-10.933273315429688,-7.890701770782471
South Sudan,Africa,2013,1145.725808,current US$/inhab,0.439,,6.507702038,US$/m3,4.226075787,%,58.7,%,4457.037802254,m3/inhab/year,-10.704456329345703,-7.8568620681762695
South Sudan,Africa,2014,1332.703369,current US$/inhab,0.435,,8.325834376,US$/m3,4.226075787,%,58.7,%,4414.407055061,m3/inhab/year,6.769276142120361,13.151235580444336
South Sudan,Africa,2015,556.610055,current US$/inhab,0.428,,8.956029253,US$/m3,4.226075787,%,58.7,%,4421.893679988,m3/inhab/year,-13.865108489990234,-2.786113977432251
South Sudan,Africa,2016,296.074016,current US$/inhab,0.418,,8.382639139,US$/m3,4.226075787,%,58.7,%,4473.118590507,m3/inhab/year,-12.289445877075195,-7.517251014709473
South Sudan,Africa,2017,335.080621,current US$/inhab,0.414,,8.173982335,US$/m3,4.226075787,%,58.7,%,4644.300092717,m3/inhab/year,13.331901550292969,-6.217354774475098
South Sudan,Africa,2018,365.332528,current US$/inhab,0.413,,8.49933747,US$/m3,4.226075787,%,58.7,%,4761.754053191,m3/inhab/year,-15.605262756347656,1.0704678297042847
South Sudan,Africa,2019,412.133229,current US$/inhab,0.413,,9.37781537,US$/m3,4.226075787,%,58.7,%,4737.900311897,m3/inhab/year,8.415465354919434,-9.882771492004395
South Sudan,Africa,2020,397.457502,current US$/inhab,0.413,,8.848275745,US$/m3,4.226075787,%,58.7,%,4667.069637487,m3/inhab/year,5.9275803565979,12.482172966003418
South Sudan,Africa,2021,400.442903,current US$/inhab,0.413,,8.826905498,US$/m3,4.226075787,%,58.7,%,4605.391452691,m3/inhab/year,13.973215103149414,-1.9121637344360352
Spain,Europe,2005,26399.155402,current US$/inhab,0.844,,26.346660039,US$/m3,51.038854806,%,100.0,%,2552.341660163,m3/inhab/year,-2.477173089981079,5.9857354164123535
Spain,Europe,2006,28347.57114,current US$/inhab,0.848,,28.785638785,US$/m3,49.361281527,%,100.0,%,2509.97060498,m3/inhab/year,7.778332710266113,-0.09075266122817993
Spain,Europe,2007,32534.647495,current US$/inhab,0.853,,30.559236535,US$/m3,47.683708248,%,100.0,%,2464.31811036,m3/inhab/year,-0.9500715732574463,6.4566144943237305
Spain,Europe,2008,35358.004273,current US$/inhab,0.856,,31.855517534,US$/m3,47.416496251,%,100.0,%,2425.677565711,m3/inhab/year,-7.039204120635986,-0.2050664722919464
Spain,Europe,2009,32037.209185,current US$/inhab,0.858,,30.393879674,US$/m3,49.243353783,%,100.0,%,2404.687462663,m3/inhab/year,-5.081408977508545,-4.851820945739746
Spain,Europe,2010,30505.421365,current US$/inhab,0.865,,30.612436634,US$/m3,47.73006135,%,100.0,%,2394.102717356,m3/inhab/year,5.711513996124268,2.616023063659668
Spain,Europe,2011,31645.562332,current US$/inhab,0.87,,30.646819227,US$/m3,47.811860941,%,100.0,%,2386.086721905,m3/inhab/year,5.181873321533203,2.8585381507873535
Spain,Europe,2012,28334.848844,current US$/inhab,0.873,,28.387099764,US$/m3,50.102249489,%,100.0,%,2384.716495279,m3/inhab/year,5.348911762237549,1.3173580169677734
Spain,Europe,2013,29079.263408,current US$/inhab,0.875,,31.448328184,US$/m3,44.103612815,%,100.0,%,2392.526271494,m3/inhab/year,4.856540679931641,2.150380849838257
Spain,Europe,2014,29484.75441,current US$/inhab,0.88,,31.280100686,US$/m3,44.797546012,%,100.0,%,2399.67884334,m3/inhab/year,0.3980119824409485,-5.266974925994873
Spain,Europe,2015,25751.485301,current US$/inhab,0.885,,33.707585211,US$/m3,42.958418541,%,100.0,%,2401.395161053,m3/inhab/year,5.456552982330322,1.4467719793319702
Spain,Europe,2016,26525.277678,current US$/inhab,0.888,,35.01126371,US$/m3,42.564417178,%,100.0,%,2399.226308689,m3/inhab/year,3.866556167602539,4.363340377807617
Spain,Europe,2017,28190.806662,current US$/inhab,0.891,,37.375981734,US$/m3,41.027948194,%,100.0,%,2393.516939338,m3/inhab/year,-5.621650695800781,1.1839267015457153
Spain,Europe,2018,30383.428973,current US$/inhab,0.893,,39.064812054,US$/m3,40.09406953,%,100.0,%,2382.883773636,m3/inhab/year,4.5833234786987305,-2.29323673248291
Spain,Europe,2019,29583.69332,current US$/inhab,0.893,,40.289757451,US$/m3,39.828902522,%,100.0,%,2365.72786381,m3/inhab/year,-5.801187992095947,4.034923076629639
Spain,Europe,2020,26960.727333,current US$/inhab,0.893,,36.072600266,US$/m3,43.25403923,%,100.0,%,2354.118198311,m3/inhab/year,-4.913237571716309,-4.757835865020752
Spain,Europe,2021,30058.387239,current US$/inhab,0.893,,37.781166069,US$/m3,43.25403923,%,100.0,%,2348.014248551,m3/inhab/year,-5.419771671295166,4.230268955230713
Sri Lanka,Asia,2005,1419.750035,current US$/inhab,0.721,,,,90.785413745,%,85.4,%,2683.763323385,m3/inhab/year,,
Sri Lanka,Asia,2006,1628.783505,current US$/inhab,0.728,,3.11425917,US$/m3,90.785413745,%,86.5,%,2657.177857697,m3/inhab/year,0.1394655406475067,-0.9742170572280884
Sri Lanka,Asia,2007,1843.924608,current US$/inhab,0.734,,3.362421828,US$/m3,90.785413745,%,87.6,%,2629.658211668,m3/inhab/year,4.07687520980835,-0.7436584234237671
Sri Lanka,Asia,2008,2296.959989,current US$/inhab,0.742,,3.470899169,US$/m3,90.785413745,%,88.8,%,2602.826047959,m3/inhab/year,0.3156996965408325,1.9561631679534912
Sri Lanka,Asia,2009,2350.451763,current US$/inhab,0.745,,3.647389166,US$/m3,90.785413745,%,89.9,%,2577.81322054,m3/inhab/year,2.483278751373291,-2.51343035697937
Sri Lanka,Asia,2010,2744.543552,current US$/inhab,0.75,,3.947313066,US$/m3,90.785413745,%,91.1,%,2554.605045722,m3/inhab/year,-1.7141250371932983,1.052245855331421
Sri Lanka,Asia,2011,3130.083899,current US$/inhab,0.756,,4.380064975,US$/m3,90.785413745,%,92.2,%,2531.191299912,m3/inhab/year,-1.5610591173171997,3.739741325378418
Sri Lanka,Asia,2012,3256.123766,current US$/inhab,0.762,,4.886791966,US$/m3,90.785413745,%,93.3,%,2512.234415071,m3/inhab/year,1.299300193786621,-2.9806439876556396
Sri Lanka,Asia,2013,3516.877109,current US$/inhab,0.765,,5.04558363,US$/m3,90.785413745,%,94.5,%,2498.609202188,m3/inhab/year,1.653425931930542,-0.40686437487602234
Sri Lanka,Asia,2014,3736.275288,current US$/inhab,0.769,,5.286406194,US$/m3,90.785413745,%,95.6,%,2485.939259182,m3/inhab/year,2.792123317718506,-1.955472469329834
Sri Lanka,Asia,2015,3777.720448,current US$/inhab,0.772,,5.516081451,US$/m3,90.785413745,%,95.6,%,2474.609823629,m3/inhab/year,1.2932482957839966,1.5674757957458496
Sri Lanka,Asia,2016,3845.934897,current US$/inhab,0.774,,5.720854243,US$/m3,90.785413745,%,95.6,%,2464.35391408,m3/inhab/year,0.023103926330804825,1.6394444704055786
Sri Lanka,Asia,2017,4065.135897,current US$/inhab,0.776,,5.845242596,US$/m3,90.785413745,%,95.6,%,2455.035992548,m3/inhab/year,-1.2758879661560059,-1.8732883930206299
Sri Lanka,Asia,2018,4076.004239,current US$/inhab,0.78,,6.091788641,US$/m3,90.785413745,%,95.6,%,2446.629420441,m3/inhab/year,-0.3782599866390228,-3.074662685394287
Sri Lanka,Asia,2019,3875.467126,current US$/inhab,0.78,,6.353304411,US$/m3,90.785413745,%,95.6,%,2438.83692606,m3/inhab/year,-3.0372188091278076,0.258577823638916
Sri Lanka,Asia,2020,3728.73161,current US$/inhab,0.78,,6.166707231,US$/m3,90.785413745,%,95.6,%,2431.490117996,m3/inhab/year,-3.3153340816497803,0.14360973238945007
Sri Lanka,Asia,2021,3918.019167,current US$/inhab,0.78,,6.387310973,US$/m3,90.785413745,%,95.6,%,2424.972699538,m3/inhab/year,-0.6177955269813538,4.0455827713012695
Sudan,Africa,2012,1771.53302,current US$/inhab,0.485,,1.928448613,US$/m3,118.656387665,%,55.5,%,1075.091684274,m3/inhab/year,-11.055832862854004,-9.431553840637207
Sudan,Africa,2013,1776.391885,current US$/inhab,0.477,,2.139153005,US$/m3,118.656387665,%,55.5,%,1050.271203364,m3/inhab/year,-11.996515274047852,-7.269876956939697
Sudan,Africa,2014,2110.385049,current US$/inhab,0.496,,2.254812356,US$/m3,118.656387665,%,55.5,%,1021.532030502,m3/inhab/year,6.269075393676758,14.226486206054688
Sudan,Africa,2015,2198.871848,current US$/inhab,0.501,,2.348609848,US$/m3,118.656387665,%,55.5,%,990.275961617,m3/inhab/year,-14.954632759094238,-1.5455741882324219
Sudan,Africa,2016,2277.243504,current US$/inhab,0.505,,2.623701744,US$/m3,118.656387665,%,55.5,%,959.947120627,m3/inhab/year,-12.617044448852539,-8.953282356262207
Sudan,Africa,2017,3000.817258,current US$/inhab,0.507,,2.790857905,US$/m3,118.656387665,%,55.5,%,929.207468626,m3/inhab/year,13.785805702209473,-7.555326461791992
Sudan,Africa,2018,1151.53645,current US$/inhab,0.508,,2.977282222,US$/m3,118.656387665,%,55.5,%,900.020164737,m3/inhab/year,-16.832290649414062,0.41086259484291077
Sudan,Africa,2019,812.334885,current US$/inhab,0.508,,2.966210818,US$/m3,118.656387665,%,55.5,%,874.350450717,m3/inhab/year,8.062891006469727,-11.41407585144043
Sudan,Africa,2020,1078.253107,current US$/inhab,0.508,,2.042734997,US$/m3,118.656387665,%,55.5,%,850.57575653,m3/inhab/year,5.246344089508057,13.914341926574707
Sudan,Africa,2021,453.05405,current US$/inhab,0.508,,4.987500032,US$/m3,118.656387665,%,55.5,%,827.908814912,m3/inhab/year,14.539115905761719,-3.227649211883545
Suriname,South America,2005,4248.284057,current US$/inhab,0.676,,5.282063044,US$/m3,4.008445585,%,91.7,%,191778.6990043,m3/inhab/year,7.102684020996094,2.3524234294891357
Suriname,South America,2006,5031.293688,current US$/inhab,0.682,,5.577772421,US$/m3,3.950609365,%,92.1,%,189646.816328016,m3/inhab/year,-2.663763999938965,-4.287599086761475
Suriname,South America,2007,5562.011134,current US$/inhab,0.687,,5.837069521,US$/m3,3.950609365,%,92.6,%,187519.17809776,m3/inhab/year,-7.866040229797363,-2.190019369125366
Suriname,South America,2008,6673.644674,current US$/inhab,0.692,,6.259988748,US$/m3,3.950609365,%,93.0,%,185414.785986388,m3/inhab/year,2.448040246963501,-6.983532905578613
Suriname,South America,2009,7300.874354,current US$/inhab,0.698,,6.443616732,US$/m3,3.950609365,%,93.5,%,183337.747019836,m3/inhab/year,-4.323006629943848,6.494494438171387
Suriname,South America,2010,8207.270074,current US$/inhab,0.701,,6.968618279,US$/m3,3.950609365,%,93.9,%,181292.118370935,m3/inhab/year,0.3788006007671356,11.23745059967041
Suriname,South America,2011,8287.716055,current US$/inhab,0.708,,7.333850774,US$/m3,3.950609365,%,94.4,%,179300.402429792,m3/inhab/year,3.009699583053589,-7.3231706619262695
Suriname,South America,2012,9312.327748,current US$/inhab,0.72,,7.691160424,US$/m3,3.950609365,%,94.8,%,177384.068760515,m3/inhab/year,5.975349426269531,-4.553029537200928
Suriname,South America,2013,9604.441362,current US$/inhab,0.724,,8.01284958,US$/m3,3.950609365,%,94.8,%,175548.411464198,m3/inhab/year,-0.5811203122138977,11.027934074401855
Suriname,South America,2014,9766.543814,current US$/inhab,0.726,,8.117692998,US$/m3,3.950609365,%,94.8,%,173781.162122026,m3/inhab/year,-7.804429054260254,-0.5398461818695068
Suriname,South America,2015,8907.838127,current US$/inhab,0.73,,7.671031802,US$/m3,3.950609365,%,94.8,%,172031.799817542,m3/inhab/year,4.777796268463135,-7.395873069763184
Suriname,South America,2016,5401.439919,current US$/inhab,0.726,,7.908711177,US$/m3,3.950609365,%,94.8,%,170263.116709347,m3/inhab/year,10.199847221374512,-2.3474156856536865
Suriname,South America,2017,5774.654843,current US$/inhab,0.722,,8.28595658,US$/m3,3.950609365,%,94.8,%,168493.717226696,m3/inhab/year,0.7298110127449036,8.059330940246582
Suriname,South America,2018,6352.258222,current US$/inhab,0.724,,8.726576667,US$/m3,3.950609365,%,94.8,%,166746.671382734,m3/inhab/year,4.544670581817627,7.010448932647705
Suriname,South America,2019,7087.787593,current US$/inhab,0.724,,8.351373168,US$/m3,3.950609365,%,94.8,%,164917.266504637,m3/inhab/year,1.6245851516723633,9.815637588500977
Suriname,South America,2020,6851.18542,current US$/inhab,0.724,,6.926209017,US$/m3,3.950609365,%,94.8,%,163079.736107336,m3/inhab/year,4.334877967834473,-7.594950199127197
Suriname,South America,2021,5259.262972,current US$/inhab,0.724,,6.81319532,US$/m3,3.950609365,%,94.8,%,161504.767653368,m3/inhab/year,-6.60255765914917,-5.365165710449219
Sweden,Europe,2005,43330.761584,current US$/inhab,0.899,,137.858261588,US$/m3,3.796536796,%,100.0,%,19222.82770447,m3/inhab/year,-4.359941005706787,10.199563980102539
Sweden,Europe,2006,46469.376814,current US$/inhab,0.902,,144.361492911,US$/m3,3.795815296,%,100.0,%,19110.968718529,m3/inhab/year,12.555685997009277,0.8161977529525757
Sweden,Europe,2007,53605.43311,current US$/inhab,0.905,,149.000336176,US$/m3,3.795093795,%,100.0,%,18986.778218717,m3/inhab/year,-5.877492904663086,8.04806137084961
Sweden,Europe,2008,56093.94444,current US$/inhab,0.901,,147.02547117,US$/m3,3.823472823,%,100.0,%,18853.060008748,m3/inhab/year,-8.904404640197754,-4.905213356018066
Sweden,Europe,2009,46932.215686,current US$/inhab,0.899,,139.280325604,US$/m3,3.851851852,%,100.0,%,18706.835187299,m3/inhab/year,-8.037934303283691,-8.822953224182129
Sweden,Europe,2010,52848.740227,current US$/inhab,0.906,,146.177575601,US$/m3,3.88023088,%,100.0,%,18546.687929272,m3/inhab/year,10.253707885742188,5.6867146492004395
Sweden,Europe,2011,60639.123801,current US$/inhab,0.906,,155.084420363,US$/m3,3.78961039,%,100.0,%,18378.881271159,m3/inhab/year,11.02171802520752,2.868074655532837
Sweden,Europe,2012,57815.45405,current US$/inhab,0.908,,158.346114198,US$/m3,3.698989899,%,100.0,%,18208.480191528,m3/inhab/year,11.216259956359863,3.303385019302368
Sweden,Europe,2013,60819.355116,current US$/inhab,0.927,,164.45099574,US$/m3,3.608369408,%,100.0,%,18033.083868764,m3/inhab/year,10.255145072937012,3.826601266860962
Sweden,Europe,2014,59703.876847,current US$/inhab,0.929,,173.544915645,US$/m3,3.517748918,%,100.0,%,17850.716306157,m3/inhab/year,-0.8140119314193726,-11.424185752868652
Sweden,Europe,2015,51282.961067,current US$/inhab,0.932,,186.119058999,US$/m3,3.427128427,%,100.0,%,17666.14219884,m3/inhab/year,11.523307800292969,3.0338950157165527
Sweden,Europe,2016,51807.319258,current US$/inhab,0.934,,194.385099827,US$/m3,3.458297258,%,100.0,%,17481.609397149,m3/inhab/year,8.515153884887695,8.910719871520996
Sweden,Europe,2017,53788.877502,current US$/inhab,0.935,,204.913772426,US$/m3,3.48946609,%,100.0,%,17299.335168654,m3/inhab/year,-12.10243034362793,0.3816224932670593
Sweden,Europe,2018,54658.441575,current US$/inhab,0.937,,214.800319774,US$/m3,3.520634921,%,100.0,%,17122.111553903,m3/inhab/year,11.365425109863281,-2.6861448287963867
Sweden,Europe,2019,51994.895287,current US$/inhab,0.937,,225.887128941,US$/m3,3.551803752,%,100.0,%,16945.979916871,m3/inhab/year,-11.344417572021484,7.543301582336426
Sweden,Europe,2020,52758.781919,current US$/inhab,0.937,,189.476244155,US$/m3,3.582972583,%,100.0,%,16780.839059313,m3/inhab/year,-6.976011276245117,-11.037850379943848
Sweden,Europe,2021,60729.713425,current US$/inhab,0.937,,239.187353494,US$/m3,3.582972583,%,100.0,%,16623.52035144,m3/inhab/year,-12.27721118927002,5.797966480255127
Switzerland,Europe,2005,56613.920483,current US$/inhab,0.906,,,,9.015827613,%,100.0,%,7202.05534544,m3/inhab/year,,
Switzerland,Europe,2006,59369.361031,current US$/inhab,0.912,,,,8.819984744,%,100.0,%,7157.181060627,m3/inhab/year,,
Switzerland,Europe,2007,65441.223397,current US$/inhab,0.915,,,,8.624141876,%,100.0,%,7093.699415957,m3/inhab/year,,
Switzerland,Europe,2008,74664.566549,current US$/inhab,0.917,,,,8.428299008,%,100.0,%,7004.187325746,m3/inhab/year,,
Switzerland,Europe,2009,72168.250693,current US$/inhab,0.927,,,,8.23245614,%,100.0,%,6917.144887034,m3/inhab/year,,
Switzerland,Europe,2010,77141.515832,current US$/inhab,0.932,,,,8.036613272,%,100.0,%,6839.302595675,m3/inhab/year,,
Switzerland,Europe,2011,91270.36847,current US$/inhab,0.932,,,,7.840770404,%,100.0,%,6762.750819051,m3/inhab/year,,
Switzerland,Europe,2012,86559.826498,current US$/inhab,0.935,,317.807714043,US$/m3,7.627765065,%,100.0,%,6691.0646647,m3/inhab/year,12.451251029968262,4.45902156829834
Switzerland,Europe,2013,88120.151348,current US$/inhab,0.938,,377.273013573,US$/m3,6.559877956,%,100.0,%,6614.437747446,m3/inhab/year,12.038373947143555,3.537088632583618
Switzerland,Europe,2014,89694.105651,current US$/inhab,0.939,,390.149377946,US$/m3,6.498855835,%,100.0,%,6534.118909484,m3/inhab/year,-0.4982268512248993,-13.159350395202637
Switzerland,Europe,2015,84782.939221,current US$/inhab,0.943,,389.921622552,US$/m3,6.506167048,%,100.0,%,6460.001362034,m3/inhab/year,13.128711700439453,3.3461387157440186
Switzerland,Europe,2016,83077.645625,current US$/inhab,0.943,,398.639894549,US$/m3,6.498855835,%,100.0,%,6389.663411641,m3/inhab/year,9.636421203613281,9.975859642028809
Switzerland,Europe,2017,83353.597572,current US$/inhab,0.943,,405.03414234,US$/m3,6.498855835,%,100.0,%,6330.097174682,m3/inhab/year,-13.542006492614746,0.20692074298858643
Switzerland,Europe,2018,86387.339616,current US$/inhab,0.946,,409.598533651,US$/m3,6.498855835,%,100.0,%,6283.447613781,m3/inhab/year,12.741867065429688,-2.993840217590332
Switzerland,Europe,2019,85325.750456,current US$/inhab,0.946,,423.873025717,US$/m3,6.498855835,%,100.0,%,6238.639262987,m3/inhab/year,-12.688520431518555,7.496674060821533
Switzerland,Europe,2020,87079.725148,current US$/inhab,0.946,,410.860225743,US$/m3,6.498855835,%,100.0,%,6193.123826707,m3/inhab/year,-7.722197532653809,-12.583786010742188
Switzerland,Europe,2021,93525.366195,current US$/inhab,0.946,,432.417869925,US$/m3,6.498855835,%,100.0,%,6155.505795035,m3/inhab/year,-13.528861045837402,6.006250381469727
Syrian Arab Republic,Asia,2005,1528.071106,current US$/inhab,0.635,,1.673228686,US$/m3,125.963131178,%,88.7,%,904.132615731,m3/inhab/year,-2.5638062953948975,-0.4674730896949768
Syrian Arab Republic,Asia,2006,1703.828742,current US$/inhab,0.643,,1.743898837,US$/m3,125.963131178,%,88.9,%,864.655836666,m3/inhab/year,0.8835711479187012,-1.7601717710494995
Syrian Arab Republic,Asia,2007,1945.21431,current US$/inhab,0.649,,1.867830261,US$/m3,125.963131178,%,89.1,%,811.573005948,m3/inhab/year,4.702586650848389,0.044473517686128616
Syrian Arab Republic,Asia,2008,2447.507162,current US$/inhab,0.646,,1.960615005,US$/m3,125.963131178,%,89.3,%,782.432422301,m3/inhab/year,0.2936650216579437,1.286453127861023
Syrian Arab Republic,Asia,2009,2479.094234,current US$/inhab,0.648,,2.020689027,US$/m3,125.562383115,%,89.5,%,769.772788289,m3/inhab/year,3.208662748336792,-2.7561073303222656
Syrian Arab Republic,Asia,2010,2706.880427,current US$/inhab,0.644,,2.133896042,US$/m3,125.161635052,%,89.7,%,752.18590318,m3/inhab/year,-2.680245876312256,1.1075515747070312
Syrian Arab Republic,Asia,2011,2960.442805,current US$/inhab,0.642,,2.221550669,US$/m3,124.760886989,%,89.9,%,739.175459058,m3/inhab/year,-2.8372485637664795,4.0003132820129395
Syrian Arab Republic,Asia,2012,2071.969268,current US$/inhab,0.631,,1.630268841,US$/m3,124.360138926,%,90.1,%,743.267911277,m3/inhab/year,-0.04083331674337387,-4.38157844543457
Syrian Arab Republic,Asia,2013,1256.811526,current US$/inhab,0.572,,1.206396644,US$/m3,124.360138926,%,90.1,%,781.640301154,m3/inhab/year,-3.233755350112915,-0.5727468132972717
Syrian Arab Republic,Asia,2014,1167.526371,current US$/inhab,0.551,,1.080443282,US$/m3,124.360138926,%,90.1,%,837.076813381,m3/inhab/year,5.012691020965576,1.9702003002166748
